name,genre,type,rating,members
White Album 2nd Season,"Drama, Harem, Music, Romance",TV,7.04,24889
Zero no Tsukaima: Princesses no Rondo Picture Drama,"Action, Adventure, Comedy, Drama, Ecchi, Fantasy, Harem, Magic, Romance, School",Special,7.04,23532
Zone of the Enders: Dolores, I,"Action, Adventure, Comedy, Mecha, Military, Sci-Fi, Space",TV,7.04,6753
Accel World: Infinite∞Burst,"Action, Game, Romance, School, Sci-Fi",Movie,7.03,21916
Arslan Senki,"Action, Adventure, Drama, Fantasy, Historical",OVA,7.03,10953
Code:Breaker,"Action, Comedy, School, Shounen, Super Power, Supernatural",TV,7.03,135255
Dragon Ball Movie 2: Majinjou no Nemuri Hime,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen, Super Power",Movie,7.03,27194
Dwaejiui Wang,"Drama, Psychological, Seinen, Thriller",Movie,7.03,2697
Fortune Arterial: Akai Yakusoku - Tadoritsuita Basho,"Comedy, Fantasy, Harem, Romance, Vampire",OVA,7.03,18682
Futari wa Precure: Max Heart,"Action, Comedy, Fantasy, Magic, Shoujo",TV,7.03,7189
Ichigo 100% OVA,"Comedy, Ecchi, Harem, Romance, School, Shounen",OVA,7.03,19508
Iron Kid,"Action, Adventure, Comedy, Sci-Fi",TV,7.03,908
Keroro Gunsou: Mushakero Ohirome Sengoku Ranstar Dai Battle,"Action, Comedy, Mecha, Parody, Samurai, Shounen",Special,7.03,613
Kinnikuman II Sei: Ultimate Muscle 2,"Action, Comedy, Martial Arts, Sci-Fi, Shounen, Sports",TV,7.03,2019
Koi to Senkyo to Chocolate Special,"Drama, Romance, School",Special,7.03,15430
Koisuru Tenshi Angelique: Kokoro no Mezameru Toki,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, Sci-Fi, Shoujo",TV,7.03,6786
Kumo no You ni Kaze no You ni,"Adventure, Drama, Historical, Romance",Movie,7.03,3536
Lostorage Incited WIXOSS,"Game, Psychological",TV,7.03,21893
Lupin III: Bye Bye Liberty - Kiki Ippatsu!,"Action, Adventure, Comedy, Shounen",Special,7.03,3235
Mini Sengoku Basara Two: Tsukiyo no Katakura-kun,"Comedy, Historical",Special,7.03,3232
Mirai Shounen Conan 2: Taiga Daibouken,"Adventure, Drama, Sci-Fi",TV,7.03,931
Mizu no Kotoba,"Drama, Psychological, Sci-Fi",Special,7.03,15958
Munto,"Fantasy, Magic, Romance",OVA,7.03,12271
Musaigen no Phantom World,"Action, Comedy, Fantasy, Slice of Life, Supernatural",TV,7.03,168482
Ninin ga Shinobuden,"Comedy, Martial Arts, Parody",TV,7.03,23125
Princess Lover!,"Comedy, Ecchi, Harem, School",TV,7.03,104098
Rayearth,"Action, Adventure, Fantasy",OVA,7.03,9637
Rocket Girls,"Adventure, Sci-Fi",TV,7.03,4794
Shirobako Specials,"Adventure, Comedy",Special,7.03,11669
Shounen Maid Special,"Comedy, Shoujo, Slice of Life",OVA,7.03,2480
Tottoko Hamtarou,"Adventure, Comedy, Kids",TV,7.03,29433
1000-nen Joou: Queen Millennia,"Adventure, Drama, Fantasy, Sci-Fi",Movie,7.02,2078
Ani*Kuri15,"Adventure, Comedy, Drama, Fantasy, Game, Magic, Martial Arts, Mecha, School, Sci-Fi, Slice of Life, Super Power, Supernatural",Special,7.02,12926
Astro Boy: Tetsuwan Atom,"Action, Adventure, Kids, Mecha, Sci-Fi, Shounen, Super Power",TV,7.02,9331
Asu no Yoichi!,"Comedy, Ecchi, Harem, Martial Arts, Romance, Shounen",TV,7.02,110748
Bakuman. 2nd Season Special,"Comedy",Special,7.02,6812
Bakuten Shoot Beyblade G Revolution,"Action, Adventure, Comedy, Sci-Fi, Shounen, Sports",TV,7.02,22429
Battle Athletess Daiundoukai (TV),"Action, Adventure, Comedy, Drama, School, Sci-Fi, Shounen, Sports",TV,7.02,4806
Black Lagoon Omake,"Comedy",Special,7.02,33923
Candy☆Boy: Side Story For Archive,"Romance, School, Shoujo Ai",ONA,7.02,20294
Captain Tsubasa: Europe Daikessen,"Action, Shounen, Sports",Movie,7.02,2819
Clover,"Drama, Fantasy, Music, Sci-Fi, Shoujo",Music,7.02,8524
Crayon Shin-chan Movie 19: Arashi wo Yobu Ougon no Spy Daisakusen,"Comedy",Movie,7.02,795
Daikuu Maryuu Gaiking,"Adventure, Mecha, Sci-Fi, Shounen",TV,7.02,919
Detective Conan: The Fugitive Kogorou Mouri,"Comedy, Mystery",ONA,7.02,2403
Digimon Frontier: Ornismon Fukkatsu!!,"Adventure, Comedy, Drama, Fantasy, Shounen",Movie,7.02,11973
Dual Parallel! Trouble Adventures Special,"Comedy, Drama, Harem, Mecha, Romance, Sci-Fi",Special,7.02,3631
Fate/stay night TV Reproduction,"Action, Fantasy, Magic, Romance, Shounen, Supernatural",OVA,7.02,23498
Futakoi Alternative,"Comedy, Drama, Romance",TV,7.02,21516
Garakuta-doori no Stain,"Comedy",TV,7.02,641
Ginga Senpuu Braiger,"Action, Adventure, Mecha, Space",TV,7.02,886
Gregory Horror Show: The Second Guest,"Comedy, Demons, Horror, Mystery, Supernatural, Vampire",TV,7.02,603
Hana no Ko Lunlun,"Drama, Magic, Shoujo",TV,7.02,2080
Hoshizora e Kakaru Hashi: Kakaru ka? Gakuensai ni Koi no Hashi,"Comedy, Ecchi, Romance, School",Special,7.02,17770
Ichigo 100%: Koi ga Hajimaru?! Satsuei Gasshuku - Yureru Kokoro ga Higashi e Nishi e,"Ecchi, Romance, Shounen",Special,7.02,13415
Kakurenbo,"Horror, Psychological, Supernatural",Movie,7.02,22853
Kyouryuu Boukenki Jura Tripper,"Adventure, Drama, Fantasy, Sci-Fi",TV,7.02,756
Maji de Watashi ni Koi Shinasai!,"Comedy, Ecchi, Harem, Martial Arts, Romance, School, Super Power",TV,7.02,116683
Papuwa,"Adventure, Comedy",TV,7.02,973
Pokemon Advanced Generation: Pokemon Ranger to Umi no Ouji Manaphy,"Action, Adventure, Drama, Fantasy, Kids",Movie,7.02,34055
Project A-Ko,"Action, Adventure, Comedy, Mecha, Sci-Fi, Super Power",Movie,7.02,7846
Rinne no Lagrange,"Action, Comedy, Mecha, Sci-Fi",TV,7.02,41486
Saenai Heroine no Sodatekata: Ai to Seishun no Service Kai,"Comedy, Ecchi, Harem, Romance",Special,7.01,41444
Samurai Deeper Kyou,"Adventure, Comedy, Historical, Shounen, Supernatural",TV,7.02,38580
Sangokushi (1985),"Historical",Special,7.02,231
Senki Zesshou Symphogear: Meteoroid-Falling, Burning, and Disappear, Then...,"Action, Music, Sci-Fi",TV,7.02,47588
Shakugan no Shana S Specials,"Comedy, Parody",Special,7.02,18190
TaoTao Ehonkan Sekai Doubutsu Banashi,"Adventure, Comedy, Fantasy, Kids",TV,7.02,656
Tenpou Ibun: Ayakashi Ayashi,"Demons, Historical, Supernatural",TV,7.02,10364
Totsuzen! Neko no Kuni Banipal Witt,"Adventure",Movie,7.02,1138
Touch: Miss Lonely Yesterday - Are kara, Kimi wa...,"Romance, Shounen, Sports",Special,7.02,1627
Vandread: Gekitou-hen,"Action, Adventure, Comedy, Ecchi, Mecha, Sci-Fi, Space",OVA,7.02,5170
Wakaba*Girl: Onsen Tsukaritai,"Comedy, Slice of Life",Special,7.02,4284
Weiß Kreuz OVA,"Action, Drama",OVA,7.02,4296
Zone of the Enders: Idolo,"Action, Drama, Mecha, Military, Romance, Sci-Fi, Space",OVA,7.02,5564
Aldnoah.Zero Extra Archives,"Action, Mecha, Sci-Fi",Special,7.01,6895
Aoki Ryuusei SPT Layzner OVA,"Action, Mecha, Military, Sci-Fi, Shounen, Space",OVA,7.01,740
Armitage III: Dual-Matrix,"Action, Adventure, Mecha, Sci-Fi",Movie,7.01,11524
Blood: The Last Vampire,"Horror, Supernatural, Vampire",Movie,7.01,67778
Captain Tsubasa: Saikyou no Teki! Holland Youth,"Action, Shounen, Sports",OVA,7.01,2313
Chou Hatsumei Boy Kanipan,"Adventure, Comedy, Mecha, Romance",TV,7.01,382
Coo: Tooi Umi kara Kita Coo,"Adventure, Drama, Mystery, Slice of Life",Movie,7.01,850
Crusher Joe: The Movie,"Action, Adventure, Sci-Fi, Space",Movie,7.01,2018
Fate/Prototype,"Action, Fantasy, Magic, Romance, Shounen, Supernatural",OVA,7.01,43469
Ginga Tetsudou 999: Eien no Tabibito Emeraldas,"Sci-Fi, Space",Special,7.01,799
Ginga Tetsudou Monogatari: Wasurerareta Toki no Wakusei,"Drama, Sci-Fi, Space",OVA,7.01,1236
Gyouten Ningen Batsealer,"Action, Adventure, Fantasy, Magic",TV,7.01,201
Hakaba Kitarou,"Horror, Supernatural",TV,7.01,6649
Harukanaru Toki no Naka de 3: Kurenai no Tsuki,"Action, Fantasy, Historical, Military, Shoujo",Special,7.01,2355
Harukanaru Toki no Naka de 3: Kurenai no Tsuki Special,"Comedy, Fantasy, Shoujo",Special,7.01,1010
Himouto! Umaru-chanS,"Comedy, Seinen, Slice of Life",Special,7.01,17038
Hurricane Live! 2032,"Music",Special,7.01,1039
Hyakka Ryouran: Samurai Girls,"Action, Comedy, Ecchi, Harem, Samurai, School",TV,7.01,99201
Ichigo 100% Special 2,"Comedy, Ecchi, Romance, Shounen",Special,7.01,13562
Kamisama no Inai Nichiyoubi: Kioku,"Fantasy, Mystery",Special,7.01,18722
Kanamemo,"Comedy, Ecchi, Shoujo Ai, Slice of Life",TV,7.01,23757
Lupin III: Touhou Kenbunroku - Another Page,"Action, Adventure, Comedy, Mystery, Shounen",Special,7.01,1773
Maburaho,"Comedy, Drama, Ecchi, Harem, Magic, Romance, School",TV,7.01,61004
Mermaid Forest OVA,"Drama, Fantasy, Horror, Mystery",OVA,7.01,3708
Mizuiro Jidai,"Shoujo, Slice of Life",TV,7.01,1519
Moshidora,"Drama, Sports",TV,7.01,15952
Neo Angelique Abyss,"Comedy, Fantasy, Harem, Romance, Shoujo",TV,7.01,24149
Ninpuu Kamui Gaiden,"Action, Adventure, Historical, Martial Arts, Samurai",TV,7.01,650
Sakura Taisen,"Adventure, Mecha, Sci-Fi, Shounen",TV,7.01,11293
Sakura Taisen: Gouka Kenran,"Adventure, Mecha, Sci-Fi, Shounen",OVA,7.01,2410
Seigi wo Aisuru Mono Gekkou Kamen,"Action, Mystery",TV,7.01,282
Sirius no Densetsu,"Drama, Fantasy, Romance",Movie,7.01,2007
Sword Art Online: Extra Edition,"Action, Adventure, Fantasy, Game, Romance",Special,7.00,121722
Thermae Romae Specials,"Comedy, Historical, Seinen",Special,7.01,1953
UFO Princess Valkyrie: Special,"Comedy, Romance, Sci-Fi",Special,7.01,2495
Urusei Yatsura: Haru da, Tobidase!,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Special,7.01,1815
Wakaba*Girl,"Comedy, School, Slice of Life",TV,7.01,22773
Zetman,"Action, Drama, Horror, Romance, Sci-Fi, Seinen, Supernatural",TV,7.01,65633
Alps no Shoujo Heidi (1979),"Drama, Historical, Slice of Life",Movie,7.00,1480
Aoi Blink,"Adventure, Fantasy",TV,7.00,931
Binchou-tan,"Comedy, Slice of Life",TV,7.00,6960
Black Jack: Sora kara Kita Kodomo,"Drama",OVA,7.00,1595
Brothers Conflict OVA,"Harem, Romance, Shoujo",OVA,7.00,10286
Buzzer Beater 2nd Season,"Action, Sci-Fi, Shounen, Sports",TV,7.00,5193
Captain Tsubasa: Sekai Daikessen!! Jr. World Cup,"Action, Shounen, Sports",Movie,7.00,2334
Cheer Danshi!!,"School, Sports",TV,7.00,29219
Cossette no Shouzou,"Drama, Horror, Magic, Psychological, Romance, Supernatural",OVA,7.00,40318
Dragon Ball Z: Zenbu Misemasu Toshi Wasure Dragon Ball Z!,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Slice of Life, Super Power",Special,7.00,4153
Fushigi Yuugi: Eikouden,"Adventure, Drama, Fantasy, Romance, Shoujo",OVA,7.00,11740
Kindaichi Shounen no Jikenbo: Satsuriku no Deep Blue,"Mystery, Shounen",Movie,7.00,631
Kishin Taisen Gigantic Formula,"Mecha, Sci-Fi",TV,7.00,4633
Manga Sarutobi Sasuke,"Adventure, Comedy, Historical, Supernatural",TV,7.00,523
Minky Momo in Yume ni Kakeru Hashi,"Drama, Shoujo, Slice of Life",OVA,7.00,600
Mobile Suit Gundam MS IGLOO: The Hidden One Year War,"Mecha, Military, Sci-Fi, Space",OVA,7.00,8274
Monster Strike: Mermaid Rhapsody,"Action, Fantasy, Game",ONA,7.00,854
Overman King Gainer,"Action, Adventure, Mecha, Sci-Fi, Shounen",TV,7.00,6551
Recorder to Randoseru Re♪,"Comedy, School, Seinen, Slice of Life",TV,7.00,17283
Samurai Flamenco,"Action, Comedy, Parody",TV,7.00,74324
Schwarzesmarken,"Action, Drama, Historical, Mecha, Military, Sci-Fi",TV,7.00,51632
Shin Angyo Onshi,"Action, Fantasy",Movie,7.00,13231
Super Seisyun Brothers,"Comedy, Josei, Slice of Life",TV,7.00,18072
Tenpou Ibun: Ayakashi Ayashi - Ayashi Shinkyoku,"Action, Drama, Historical, Supernatural",Special,7.00,1892
Tesagure! Bukatsumono Encore,"Parody, School, Slice of Life",TV,7.00,2084
Tsurupika Hagemaru-kun,"Comedy, Kids",TV,7.00,322
Wellber no Monogatari: Sisters of Wellber Zwei,"Adventure, Fantasy, Historical, Romance",TV,7.00,3038
Candy Boy Episode: EX02 - Shiawase Kyouyuu Riron,"Romance, Shoujo Ai, Slice of Life",Special,6.99,15078
CLAMP in Wonderland,"Music",Music,6.99,12267
Dai Mahou Touge Omake,"Comedy",Special,6.99,5579
Dear Boys,"Drama, Shounen, Sports",TV,6.99,12662
Dragon Ball Z Movie 03: Chikyuu Marugoto Choukessen,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,6.99,57840
El Hazard 2: The Magnificent World,"Adventure, Comedy, Fantasy",OVA,6.99,5771
Fire Tripper,"Fantasy, Sci-Fi",OVA,6.99,2115
Futari wa Precure,"Action, Comedy, Fantasy, Magic, Shoujo",TV,6.99,17671
Ginga Tetsudou 999: Hoshizora wa Time Machine,"Drama, Sci-Fi",Movie,6.99,443
Jungle Book Shounen Mowgli,"Adventure, Drama",TV,6.99,3035
Juubee-chan 2: Siberia Yagyuu no Gyakushuu,"Adventure, Comedy, Drama, Martial Arts, Samurai, Shounen",TV,6.99,6733
Juushin Enbu: Hero Tales,"Action, Fantasy, Shounen",TV,6.99,16502
Kikaider 01 The Animation,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen",OVA,6.99,1710
Kinnikuman II Sei: Ultimate Muscle,"Action, Comedy, Martial Arts, Sci-Fi, Shounen, Sports",TV,6.99,2435
Kochira Katsushikaku Kameari Kouenmae Hashutsujo The Movie 2: UFO Shuurai! Tornado Daisakusen,"Comedy, Police",Movie,6.99,504
Kousoku Denjin Albegus,"Mecha",TV,6.99,698
Kuro no Sumika: Chronus,"Psychological",Movie,6.99,12270
Kurokami: Tora to Tsubasa,"Action, Martial Arts, Super Power",Special,6.99,6302
Lupin III: Lupin Ikka Seizoroi,"Adventure, Comedy, Shounen",Special,6.99,1462
Mahou Shoujo Madoka★Magica: Concept Movie,"Drama, Magic, Psychological, Thriller",Movie,6.99,5452
Majime ni Fumajime Kaiketsu Zorori,"Adventure, Kids",TV,6.99,390
Mamotte! Lollipop,"Adventure, Comedy, Magic, Romance, Shoujo",TV,6.99,11747
Megazone 23,"Action, Mecha, Music, Mystery, Romance, Sci-Fi",OVA,6.99,6483
Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!,"Adventure, Comedy, Drama, Fantasy, Shounen, Supernatural",Movie,6.99,97308
NieA Under 7,"Comedy, Sci-Fi, Slice of Life",TV,6.99,16711
Norimono Oukoku BuBu ChaCha,"Comedy, Slice of Life",TV,6.99,315
Osomatsu-kun,"Comedy",TV,6.99,1322
Owari no Seraph: The Beginning of the End,"Action, Drama, Shounen, Supernatural, Vampire",Special,6.99,14248
Pokemon Housoukyoku,"Adventure, Comedy, Fantasy, Kids",TV,6.99,15461
Senkou no Night Raid,"Action, Historical, Military, Super Power",TV,6.99,28284
Senkou no Night Raid Specials,"Action, Historical, Military, Super Power",Special,6.99,3667
Tokyo Tribe 2,"Action, Drama",TV,6.99,5060
Touch 2: Sayonara no Okurimono,"Drama, Romance, Sports",Movie,6.99,1076
Uchuusen Sagittarius,"Adventure, Sci-Fi",TV,6.99,370
UFO Princess Valkyrie 4: Toki to Yume to Ginga no Utage,"Comedy, Romance, Sci-Fi",OVA,6.99,3993
Urusei Yatsura Movie 4: Lum The Forever,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Movie,6.99,2745
Wakakusa no Charlotte,"Drama, Historical, Kids, Shoujo, Slice of Life",TV,6.99,1019
Ai Shoujo Pollyanna Story,"Drama, Historical, Slice of Life",TV,6.98,2427
Ao no Kanata no Four Rhythm,"Drama, School, Sci-Fi, Sports",TV,6.98,72174
Chikyuu Shoujo Arjuna,"Adventure, Drama, Magic, Sci-Fi",TV,6.98,17520
Choujikuu Seiki Orguss 02,"Action, Adventure, Mecha, Romance, Sci-Fi, Shounen",OVA,6.98,1556
Da Yu Hai Tang,"Adventure, Supernatural",Movie,6.98,7639
Dokkoida,"Action, Adventure, Comedy, Parody, Sci-Fi, Shounen",TV,6.98,3462
Futari wa Precure: Max Heart Movie 1,"Comedy, Fantasy, Magic, Shoujo",Movie,6.98,3094
Futsuu no Joshikousei ga [Locodol] Yattemita.,"Comedy, Seinen",TV,6.98,27417
Future Card Buddyfight 100,"Game",TV,6.98,1365
Hidan no Aria Special,"Action, Comedy, Mystery, Romance",Special,6.98,32988
Hime Chen! Otogi Chikku Idol Lilpri (2011),"Magic, Shoujo",TV,6.98,464
Kiddy GiRL-AND,"Action, Comedy, Sci-Fi, Super Power",TV,6.98,13368
Kyoukai no Rinne (TV),"Comedy, Romance, School, Shounen, Supernatural",TV,6.98,47036
Kyousou Giga,"Action, Fantasy, Supernatural",ONA,6.98,31096
Macross 7 Plus,"Mecha, Music, Slice of Life",Special,6.98,3894
Mobile Suit Victory Gundam,"Drama, Mecha, Military, Sci-Fi, Space",TV,6.98,12673
Nekketsu Saikyou Go-Saurer,"Action, Mecha, Sci-Fi",TV,6.98,405
Nourin,"Comedy, Ecchi, Romance, School",TV,6.98,76069
Precure All Stars GoGo Dream Live!,"Action, Fantasy, Magic, Shoujo",Special,6.98,1642
Pretty Rhythm: Dear My Future,"Music, Shoujo, Slice of Life, Sports",TV,6.98,3347
Zettai Karen Children Gentei Kaikin!! OVA Chou Sakidori Special!!,"Action, Comedy, Shounen, Supernatural",OVA,6.98,1664
3x3 Eyes,"Action, Demons, Fantasy, Horror, Romance",OVA,6.97,15683
Arcana Famiglia: Capriccio - stile Arcana Famiglia,"Romance, Shoujo",OVA,6.97,12690
Bakumatsu no Spasibo,"Historical",Movie,6.97,647
Barakamon: Mijikamon,"Comedy",ONA,6.97,18119
Brave 10,"Action, Adventure, Historical, Samurai, Seinen, Super Power",TV,6.97,82205
DearS: Kin no Tama desu no?,"Comedy, Ecchi, Harem, Romance, Sci-Fi",Special,6.97,18412
Glass no Hana to Kowasu Sekai,"Sci-Fi",Movie,6.97,17105
Happy☆Lesson: Advance,"Comedy, Harem, Romance, Slice of Life",TV,6.97,9989
Inazuma Eleven: Chou Jigen Dream Match,"Shounen, Sports, Super Power",Movie,6.97,2280
Juuni Senshi Bakuretsu Eto Ranger,"Action, Comedy, Fantasy",TV,6.97,936
Kaleido Star: Good da yo! Goood!!,"Comedy",OVA,6.97,5044
Kami nomi zo Shiru Sekai: Flag 0,"Comedy, Shounen, Supernatural",OVA,6.97,35753
Karasu Tengu Kabuto,"Action, Adventure, Drama, Historical",TV,6.97,1220
Koko wa Green Wood,"Comedy, Drama, Romance, Shoujo, Slice of Life, Supernatural",OVA,6.97,4176
Lupin III: Napoleon no Jisho wo Ubae,"Action, Adventure, Comedy, Shounen",Special,6.97,2507
Macross Dynamite 7,"Adventure, Comedy, Mecha, Sci-Fi, Shounen",OVA,6.97,7280
Maple Town Monogatari,"Fantasy, Slice of Life",TV,6.97,898
Muka Muka Paradise,"Adventure, Comedy",TV,6.97,1165
Ontama!,"Comedy, Magic, Seinen, Slice of Life",ONA,6.97,1653
Osu!! Karate Bu,"Martial Arts, School, Shounen",OVA,6.97,628
Pokemon XY: Sora no Hahen,"Adventure, Fantasy, Kids",Movie,6.97,2360
Shin Koihime†Musou,"Comedy, Ecchi, Fantasy, Historical",TV,6.97,20742
Shinkyoku Soukai Polyphonica,"Drama, Fantasy, Music, Romance, School",TV,6.97,22282
Soukou Kihei Votoms: Gen-ei Hen,"Action, Drama, Mecha, Military, Sci-Fi",OVA,6.97,1454
Soul Eater: Late Night Show,"Action, Comedy, Fantasy",Special,6.97,10303
Uchuu Senkan Yamato: Aratanaru Tabidachi,"Drama, Military, Sci-Fi",Special,6.97,1470
Yakusoku (ONA),"Drama, Music",ONA,6.97,615
Yuu☆Yuu☆Hakusho (Movie),"Action, Adventure, Comedy",Movie,6.97,13904
Anime Tenchou x Touhou Project,"Fantasy, Magic",Special,6.96,8449
Aoki Densetsu Shoot! (Movie),"Action, Shounen, Sports",Movie,6.96,1259
Bishoujo Senshi Sailor Moon Crystal,"Demons, Magic, Romance, Shoujo",ONA,6.96,69702
Crayon Shin-chan Movie 07: Bakuhatsu! Onsen Wakuwaku Daikessen,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,6.96,1148
Dakara Boku wa, H ga Dekinai.,"Comedy, Ecchi, Romance, Supernatural",TV,6.96,169615
Dirty Pair: Bouryaku no 005-bin,"Action, Adventure, Comedy, Police, Sci-Fi",OVA,6.96,1915
Dragon Ball Specials,"Comedy, Fantasy, Shounen, Super Power",Special,6.96,14575
Gunparade March: Arata Naru Kougunka,"Drama, Mecha, Military, Romance, Sci-Fi, Shounen, Slice of Life",TV,6.96,9902
Happy☆Lesson: The Final,"Comedy, Harem, Romance, School",OVA,6.96,6371
Ikkitousen: Dragon Destiny,"Action, Ecchi, Martial Arts, School, Super Power",TV,6.96,47117
Ikkitousen: Great Guardians,"Action, Ecchi, Martial Arts, School, Super Power",TV,6.96,37436
Jewelpet Happiness,"Fantasy, Magic, Shoujo",TV,6.96,1250
Kamen no Maid Guy OVA,"Action, Comedy, Ecchi",OVA,6.96,7074
Love Live! School Idol Project OVA,"Music, School, Slice of Life",OVA,6.96,21188
Masou Gakuen HxH Specials,"Ecchi, Harem",Special,6.96,3736
Naruto: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo! Special: Konoha Annual Sports Festival,"Action, Comedy, Fantasy, Martial Arts, Shounen, Sports",Special,6.96,47988
Otome wa Boku ni Koishiteru: Futari no Elder,"Drama, Romance, School",OVA,6.96,10579
Ring ni Kakero 1: Sekai Taikai-hen,"Sports",TV,6.96,566
Seton Doubutsuki,"Adventure, Fantasy",TV,6.96,187
Shingeki no Kyojin: Ano Hi Kara,"Action, Drama, Fantasy, Shounen, Super Power",Special,6.96,49593
Super Robot Taisen OG: Divine Wars,"Action, Mecha, Sci-Fi",TV,6.96,5232
Tales of Phantasia The Animation,"Adventure, Fantasy, Shounen",OVA,6.96,16455
Teekyuu 3,"Comedy, School, Shounen, Sports",TV,6.96,13227
Tenchi Muyou!: Galaxy Police Mihoshi Space Adventure,"Comedy, Magic, Parody, Police, Sci-Fi, Shounen, Space",OVA,6.96,6082
Toaru Kagaku no Railgun: Motto Marutto Railgun,"Comedy",Special,6.96,26302
TWO-MIX: White Reflection,"Music",Music,6.96,1708
Umi ga Kikoeru,"Drama, Romance, School, Slice of Life",Special,6.96,25671
X OVA,"Drama, Fantasy, Mystery, Romance, Supernatural",OVA,6.96,8405
Yozakura Quartet,"Action, Comedy, Magic, Shounen, Super Power, Supernatural",TV,6.96,68023
Ace wo Nerae! (1979),"Drama, Romance, School, Shoujo, Sports",Movie,6.95,1564
Agatha Christie no Meitantei Poirot to Marple,"Historical, Mystery",TV,6.95,3933
Binbou Shimai Monogatari,"Comedy, Drama, Seinen, Slice of Life",TV,6.95,11966
Dr. Rin ni Kiitemite!,"Comedy, Fantasy, Magic, Romance, School, Shoujo",TV,6.95,1904
Girls und Panzer der Film: Fushou - Akiyama Yukari no Sensha Kouza,"Military, School",Special,6.94,1667
Grappler Baki,"Action, Shounen, Sports",OVA,6.95,4557
Grisaia no Kajitsu Specials,"Ecchi",Special,6.95,26747
Ikkitousen: Xtreme Xecutor,"Action, Ecchi, Martial Arts, School, Super Power",TV,6.95,28260
Inari, Konkon, Koi Iroha.: Inari, Konkon, Semishigure.,"Comedy, Romance, Seinen, Supernatural",OVA,6.95,12930
Innocent Venus,"Adventure, Drama, Mecha, Military, Sci-Fi",TV,6.95,19708
Keroro,"Comedy, Sci-Fi, Shounen",TV,6.96,3260
Kill Me Baby,"Comedy, School, Seinen",TV,6.95,54288
Kinnikuman II Sei,"Action, Comedy, Martial Arts, Sci-Fi, Shounen, Sports",TV,6.95,6134
Lamune,"Drama, Romance, Slice of Life",TV,6.95,28716
Mahoutsukai Tai!,"Comedy, Magic, Romance, Sci-Fi",TV,6.95,5328
Naruto Movie 3: Dai Koufun! Mikazuki Jima no Animaru Panikku Dattebayo!,"Action, Adventure",Movie,6.95,91526
Naruto: The Cross Roads,"Action, Adventure, Comedy, Shounen",Special,6.95,22131
Peace Maker Kurogane Special,"Action, Comedy, Drama, Historical, Samurai, Shounen",Special,6.95,1566
Re:Petit kara Hajimeru Isekai Seikatsu,"Adventure, Comedy, Fantasy",Special,6.95,14310
Seiken no Blacksmith,"Action, Adventure, Fantasy",TV,6.95,81738
Sengoku Basara: Judge End,"Action, Historical, Martial Arts, Samurai, Super Power",TV,6.95,14568
