name,genre,type,rating,members
21 Emon Uchuu ike! Hadashi no Princess,"Comedy, Sci-Fi, Space",Movie,6.26,260
Akai Koudan Zillion: Utahime Yakyoku,"Adventure, Sci-Fi, Shounen",Special,6.26,533
Baku Tech! Bakugan Gachi,"Action, Game, Shounen",TV,6.26,690
Barbapapa,"Comedy, Fantasy",TV,6.26,1385
Beast Wars Second: LioConvoy in Imminent Danger!,"Action, Adventure, Sci-Fi",Movie,6.26,685
Bokurano Recap,"Drama, Mecha, Psychological, Sci-Fi",Special,6.26,1737
Chibikko Remi to Meiken Kapi,"Adventure, Drama, Slice of Life",Movie,6.26,351
Choujuu Densetsu Gestalt,"Adventure, Comedy, Fantasy, Shoujo",OVA,6.26,2601
Cyborg 009: Kaijuu Sensou,"Action, Adventure, Sci-Fi",Movie,6.26,806
Fighting Foodons,"Adventure, Comedy, Fantasy, Game, Shounen",TV,6.26,2580
Good Morning Call,"Comedy, Drama, Romance, School, Shoujo",OVA,6.26,3970
Haiyoru! Nyaruani: Remember My Love(craft-sensei) Special,"Comedy, Sci-Fi",Special,6.26,8434
Heart no Kuni no Alice: Wonderful Wonder World,"Fantasy, Harem, Romance, Shoujo",Movie,6.26,20532
iDOLM@STER Xenoglossia Specials,"Comedy, Mecha, Sci-Fi",Special,6.26,2377
Izumo,"Adventure, Fantasy, Historical",OVA,6.26,276
Jiu Se Lu,"Supernatural",Movie,6.26,775
Kiss wa Hitomi ni Shite,"Comedy, Romance, Shoujo",OVA,6.26,356
Kusatta Kyoushi no Houteishiki,"Comedy, Romance, Shounen Ai",OVA,6.26,2649
Little Nemo Pilot,"Adventure",Special,6.26,407
Madobe Nanami no Windows 7 de PC Jisaku Ouen Commercial!!,"Comedy",OVA,6.26,6996
Mobile Suit Gundam UC: A Phantom World,"Action, Mecha",Special,6.25,383
New Dream Hunter Rem: Setsuriku no Mudenmekyu,"Ecchi, Magic",OVA,6.26,502
Oz no Mahoutsukai,"Fantasy",Movie,6.26,357
SoniAni: Super Sonico The Animation,"Music, Slice of Life",TV,6.26,45748
Soul Link,"Action, Adventure, Comedy, Military, Romance, Sci-Fi, Space",TV,6.26,14641
Suntory Minami Alps no Tennen Mizu,"Drama, School",Special,6.26,3700
Tachiguishi Retsuden,"Comedy",Movie,6.26,445
Tantei Team KZ Jiken Note,"Mystery, School",TV,6.26,9410
Top wo Nerae! Kagaku Kouza,"Comedy, Sci-Fi",Special,6.26,5479
Uribyeol ilhowa ulrookso,"Comedy, Kids, Magic, Romance",Movie,6.22,283
Yurumates 3D Plus: Natsuyasumi Maison du Wish Report,"Comedy, Seinen, Slice of Life",OVA,6.26,280
Yurumates 3D: Ushinawareta Genjitsu,"Comedy, Seinen, Slice of Life",OVA,6.26,1095
11eyes: Momoiro Genmutan,"Comedy, Ecchi, Super Power, Supernatural",Special,6.25,28144
Aa Harimanada,"Martial Arts, Seinen, Sports",TV,6.25,640
Aquarian Age: Sign for Evolution,"Action, Adventure, Fantasy, Music, Romance, Sci-Fi, Shounen, Super Power, Supernatural",TV,6.25,9268
Ark,"Action, Fantasy, Mecha, Military, Sci-Fi, Supernatural",Movie,6.25,721
Assemble Insert,"Comedy, Police, Sci-Fi",OVA,6.25,1566
Boku, Otaryman.,"Comedy, Seinen, Slice of Life",OVA,6.25,3294
Dragon Age: Blood Mage no Seisen,"Action, Fantasy",Movie,6.25,6341
Eien no Filena,"Adventure, Drama, Fantasy",OVA,6.25,301
Final Fantasy,"Action, Adventure, Comedy, Fantasy",OVA,6.25,10325
Gon,"Action, Adventure, Kids",TV,6.25,917
Hashi no Mukou,"Historical, Horror, Supernatural",ONA,6.25,792
Huckleberry no Bouken,"Adventure, Drama, Historical",TV,6.25,748
Imawa no Kuni no Alice,"Action",ONA,6.25,824
Ippatsu Kanta-kun,"Action, Adventure, Comedy, Kids, Sports",TV,6.25,310
Iron Man,"Action, Drama, Mecha",TV,6.25,17403
Junk Boy,"Comedy, Ecchi, Romance",OVA,6.25,3156
Kemono to Chat,"Comedy",OVA,6.25,1175
Kouchou-sensei to Kujira,"Drama",Movie,6.25,1441
Licca-chan no Nichiyoubi,"Adventure",OVA,6.25,289
Mahou no Star Magical Emi: Kumo Hikaru,"Comedy, Shoujo, Slice of Life",OVA,6.25,368
Megumi,"Historical",ONA,6.25,1105
Mobile Suit Gundam-san,"Comedy, Mecha, Parody",TV,6.25,3598
Moldiver,"Action, Comedy, Magic, Mecha, Romance, Sci-Fi",OVA,6.25,1584
Pinocchio yori Piccolino no Bouken,"Adventure, Kids",TV,6.25,852
Pokemon XY: Hoopa no Odemashi Daisakusen!!,"Comedy, Fantasy, Kids",Special,6.25,1544
Pokemon: Slowking no Ichinichi,"Fantasy, Kids",Special,6.25,6090
Quiz Magic Academy: The Original Animation,"Comedy, Fantasy, Magic, School",OVA,6.25,7367
Riki-Oh: Toukatsu Jigoku,"Action, Martial Arts, Seinen, Super Power",OVA,6.25,1319
Rio: Rainbow Gate! Special,"Comedy, Ecchi, Game",Special,6.25,3037
SF Saiyuuki Starzinger (Movie),"Adventure, Mecha, Sci-Fi, Shounen",Movie,6.25,207
Shima Shima Tora no Shimajirou,"Adventure, Comedy, Fantasy, Kids, Magic",TV,6.25,237
Shisha no Sho,"Drama, Supernatural",Movie,6.25,722
Stitch!: Zutto Saikou no Tomodachi,"Adventure, Comedy, Kids",TV,6.25,751
Tokyo Disney Resort: Yume ga Kanau Basho,"Slice of Life",Special,6.25,727
Towa no Kizuna,"Music",Music,6.25,1692
Urban Square: Kouhaku no Tsuigeki,"Action, Mystery, Seinen",OVA,6.25,656
Watashi no Coffee Samurai: Jihanki-teki na Kareshi,"Action, Romance, Samurai, Sci-Fi",Special,6.25,1335
Wind: A Breath of Heart,"Comedy, School",OVA,6.25,1557
Yakumo Tatsu,"Adventure, Historical, Horror, Shoujo, Supernatural",OVA,6.25,2427
Yami Shibai 3rd Season,"Dementia, Horror, Supernatural",TV,6.25,10557
Youma,"Action, Demons, Fantasy, Horror, Supernatural",OVA,6.25,4244
Yumeria,"Action, Comedy, Ecchi, Harem, Super Power",TV,6.25,19138
Yutori-chan,"Comedy, Slice of Life",ONA,6.25,3516
Zero Duel Masters,"Adventure, Comedy, Game, Sports",TV,6.25,1217
3 Choume no Tama: Onegai! Momo-chan wo Sagashite!!,"Adventure, Kids",Movie,6.24,282
Attraction,"Mystery",ONA,6.24,1430
Burn Up!,"Action, Comedy, Ecchi, Police, Sci-Fi",OVA,6.24,4184
Calimero,"Comedy",TV,6.24,2279
Connected,"Dementia, Music, Sci-Fi",Music,6.24,2697
Crystal Blaze,"Action, Sci-Fi",TV,6.24,11974
Dororo,"Action",Special,6.24,278
Doujouji,"Historical, Supernatural",Movie,6.24,736
Fantasista Doll,"Fantasy, Magic, Sci-Fi",TV,6.24,18799
Gall Force: The Revolution,"Action, Adventure, Mecha, Military, Sci-Fi, Space",OVA,6.24,686
Getsumen To Heiki Mina Specials,"Action, Comedy, Ecchi, Shounen, Super Power",Special,6.24,804
Ginga Ojousama Densetsu Yuna: Kanashimi no Siren,"Action, Adventure, Comedy, Magic, Mecha, Sci-Fi",OVA,6.24,1748
Gunslinger Stratos: The Animation - Bunki/Futatsu no Mirai,"Action, Sci-Fi",Special,6.24,1379
Kaiketsu Zorori: Mahoutsukai no Deshi/Dai Kaizoku no Takara Sagashi,"Adventure, Comedy",Movie,6.24,203
Kaze no Matasaburou (Movie),"Fantasy, Supernatural",Movie,6.24,1131
Koisuru Tenshi Angelique: Chibi Character Adventure,"Adventure, Comedy",Special,6.24,516
Koko ni Iru,"Slice of Life",ONA,6.24,401
Miracle Train: Chuo-sen e Youkoso,"Fantasy, Shoujo",Special,6.24,2961
Mirai no Watashi,"Comedy, Slice of Life",ONA,6.24,1089
Mobile Suit Gundam 0083: Stardust Memory - The Mayfly of Space,"Action, Drama, Mecha, Military, Sci-Fi, Space",Special,6.24,3528
Oishinbo,"Comedy, Seinen, Slice of Life",TV,6.24,552
Pants no Ana,"Comedy, Ecchi, School",OVA,6.24,236
Quiz Magic Academy: The Original Animation 2,"Comedy, Fantasy, Magic, School",OVA,6.24,3658
School Days ONA,"Drama, Romance, School",ONA,6.24,21104
Takamiya Nasuno Desu!: Teekyuu Spin-off Specials,"Comedy, Shounen",Special,6.24,885
The Five Killers,"Action",ONA,6.24,312
Thermae Romae x TOTO Collaboration,"Comedy, Historical, Seinen",Special,6.24,447
Tokimeki Memorial: Forever With You,"Drama, Romance, School",OVA,6.24,1734
True Love Story,"Romance",OVA,6.24,3409
Valkyrie Drive: Mermaid Specials,"Action, Ecchi, Fantasy, Shoujo Ai",Special,6.24,5679
Wolverine,"Action, Martial Arts, Super Power",TV,6.24,14989
Baymax,"Drama, Music, Sci-Fi, Slice of Life",Music,6.23,651
Black Bullet: Tenchuu＊Girls,"Fantasy",Special,6.23,6806
DRAMAtical Murder OVA: Data_xx_Transitory,"Drama, Psychological, Sci-Fi, Shounen Ai",Special,6.23,12469
Duel Masters Movie 3: Honoo no Kizuna XX,"Game, Shounen",Movie,6.23,436
Gakkou no Kaidan Recaps,"Horror, Mystery, Supernatural",Special,6.23,547
Gun-dou Musashi,"Adventure, Fantasy, Samurai",TV,6.23,3955
Gunslinger Stratos: The Animation,"Action, Sci-Fi",TV,6.23,47587
Mahoutsukai Chappy,"Adventure, Kids, Magic",TV,6.23,240
Majuu Sensen,"Action, Fantasy",OVA,6.23,320
Master of Epic: The Animation Age,"Comedy, Fantasy, Game",TV,6.23,1139
Mori no Tonto-tachi,"Fantasy, Kids",TV,6.23,278
Oishinbo: Nichibei Kome Sensou,"Comedy, Seinen, Slice of Life",Movie,6.23,199
Persona 2: Another Self,"Action, Demons, Fantasy, Supernatural",Special,6.23,1178
Shina Dark: Kuroki Tsuki no Ou to Souheki no Tsuki no Himegimi,"Ecchi, Fantasy, Harem, Music",Music,6.23,3730
Shounen Sunday CM Gekijou: InuYasha-hen,"Action, Demons, Fantasy",Special,6.23,1218
Street Fighter II: Yomigaeru Fujiwara-Kyou - Toki wo Kaketa Fighter-tachi,"Action, Historical, Martial Arts, Shounen",OVA,6.23,776
Super Doll Licca-chan: Licca-chan Zettai Zetsumei! Doll Knights no Kiseki,"Action, Adventure, Fantasy, Kids, Magic, Shoujo, Super Power",Movie,6.23,295
Thermae Romae x LOFT Collaboration,"Comedy, Historical, Seinen",Special,6.23,467
Yumemiru Topo Gigio,"Adventure, Comedy, Kids",TV,6.23,429
Chivas 1-2-3,"Action, Comedy, Ecchi, Fantasy, Supernatural",OVA,6.22,2011
Duel Masters Victory V3,"Action, Adventure, Comedy, Shounen",TV,6.22,364
Haitai Nanafa 2nd Season,"Comedy, Supernatural",TV,6.22,1915
I: Wish You Were Here,"Action, Drama, Mystery, Sci-Fi",TV,6.22,6017
Kakomareta Sekai,"Drama",ONA,6.22,786
Kenzen Robo Daimidaler Specials,"Comedy, Ecchi, Mecha, Seinen",Special,6.22,3816
Kimagure Robot,"Comedy, Fantasy, Sci-Fi",TV,6.22,1521
Kujakuou,"Action, Demons, Horror",OVA,6.22,949
Metal Skin Panic MADOX-01,"Action, Mecha, Sci-Fi",OVA,6.22,2030
Miss Monochrome: Watashi dake no Monogatari,"Music",Music,6.22,1634
Ninku (Movie),"Action, Adventure, Comedy, Historical, Martial Arts, Shounen",Movie,6.22,887
Piece,"Music",Music,6.22,1143
Sacred Seven: Shirogane no Tsubasa Picture Drama,"Action, Comedy, School, Sci-Fi, Super Power",Special,6.22,1589
Time Bokan Series: Zenderman,"Action, Adventure, Comedy, Mecha, Sci-Fi, Super Power",TV,6.22,298
Backkom Sports,"Comedy, Kids, Sports",TV,6.21,131
Birthday Boy,"Action, Drama, Historical, Military",Movie,6.21,1196
Chokin Senshi Cashman,"Action, Comedy",OVA,6.21,366
Detatoko Princess,"Comedy, Fantasy",OVA,6.21,1220
Gekkou no Pierce: Yumemi to Gin no Bara no Kishidan,"Fantasy, Mystery, Romance, Shoujo",OVA,6.21,348
Giant Robo Gaiden Ginrei,"Comedy, Ecchi, Mecha, Parody, Sci-Fi, Shounen, Super Power",OVA,6.21,2223
Hand Maid Mai,"Comedy, Ecchi, Romance, Sci-Fi",OVA,6.21,2621
Hime Gal♥Paradise,"Shoujo",OVA,6.21,563
Juuippiki no Neko,"Fantasy",Movie,6.21,400
Kishin Houkou Demonbane,"Comedy, Drama, Mecha, Sci-Fi",OVA,6.21,7024
Koutetsu Tenshi Kurumi Zero,"Drama, Romance, Sci-Fi",OVA,6.21,3896
Kujibiki Unbalance,"Comedy, Romance, School",OVA,6.21,8291
Makasete Iruka!,"Action, Comedy, School",OVA,6.21,893
Mashiro-iro Symphony: Airi ga Anata no Kanojo ni!?,"Harem, Romance",Special,6.21,6004
Match Uri no Shoujo,"Drama, Kids",Movie,6.21,158
Mezame no Hakobune,"Fantasy",OVA,6.21,1867
Mobile Suit SD Gundam Mk IV,"Mecha, Parody, Sci-Fi",OVA,6.21,1756
Mutekiou Tri-Zenon,"Mecha, Sci-Fi",TV,6.21,483
Peeping Life: World History,"Comedy, Historical, Slice of Life",ONA,6.21,361
Shingeki no Bahamut: Genesis Recap,"Action, Adventure, Demons, Fantasy, Magic, Supernatural",Special,6.21,6785
Shining Hearts: Shiawase no Pan,"Action, Fantasy",TV,6.21,27273
Socket,"Kids",OVA,6.21,157
Tobe! Kujira no Peek,"Adventure, Drama",Movie,6.21,286
Vanquished Queens,"Action, Adventure, Ecchi, Fantasy",OVA,6.21,5462
Abarenbou Rikishi!! Matsutarou,"Seinen, Sports",TV,6.20,5568
Bakumatsu Gijinden Roman,"Fantasy, Historical",TV,6.20,7816
Bakumatsu Rock,"Action, Comedy, Historical, Music, Shoujo",TV,6.20,18680
Baoh Raihousha,"Action, Martial Arts, Sci-Fi, Shounen, Space, Super Power",OVA,6.20,5520
Blame!,"Mecha, Sci-Fi",ONA,6.20,13802
D4 Princess,"Action, Comedy, Magic, Mecha, Sci-Fi",TV,6.20,1514
Dance, Dance, Dance,"Fantasy, Music",Music,6.20,376
Fate/Zero Cafe,"Comedy, Parody",Movie,6.20,8130
Gulliver no Uchuu Ryokou,"Adventure, Sci-Fi",Movie,6.20,527
Hey! Bumboo,"Adventure, Cars, Kids",TV,6.20,677
Houkago no Pleiades,"Magic",ONA,6.20,13618
Ichigeki Sacchuu!! Hoihoi-san,"Comedy, Sci-Fi, Slice of Life",OVA,6.20,5404
Itsudatte My Santa!,"Comedy, Ecchi, Fantasy, Romance, Shounen",OVA,6.20,8206
Jewelpet Movie: Sweets Dance Princess,"Fantasy, Magic, Shoujo",Movie,6.20,581
Jishu Seisaku Movie Binchou-tan,"Music, Slice of Life",Music,6.20,1781
Kishin Houkou Demonbane (TV) Specials,"Magic, Mecha, Sci-Fi, Supernatural",Special,6.20,571
Koisuru Tenshi Angelique: Chibi Character Adventure 2,"Adventure, Comedy",Special,6.20,416
Kuroi Kikori to Shiroi Kikori,"Fantasy",Movie,6.20,179
Licca-chan Fushigi na Mahou no Ring,"Adventure, Fantasy",OVA,6.20,295
Love♥Love? Specials,"Comedy, Ecchi, Harem, Romance",Special,6.20,3935
M3: Sono Kuroki Hagane Recap,"Action, Mecha",Special,6.19,1022
MAPS: Densetsu no Samayoeru Seijin-tachi,"Action, Adventure, Drama, Sci-Fi, Shounen, Space",OVA,6.20,402
Metal Fighter Miku,"Comedy, Sci-Fi, Shounen, Sports",TV,6.20,1377
Outlanders,"Adventure, Comedy, Ecchi, Sci-Fi, Shounen",OVA,6.20,2655
Sengoku Kitan Youtouden,"Action, Demons, Martial Arts",OVA,6.20,982
Shadow Skill: Kurudaryuu Kousatsuhou no Himitsu,"Adventure, Drama, Fantasy, Shounen",OVA,6.20,1449
Soul Worker: Your Destiny Awaits,"Action, Fantasy, Sci-Fi",ONA,6.20,430
Super Kuma-san,"Comedy, Fantasy",Special,6.20,534
Teekyuu 6 Specials,"Comedy, Shounen, Sports",Special,6.20,677
Thermae Romae: Kodai Romajin ga Uchuu e,"Comedy, Seinen, Space",Special,6.20,749
Zoku Attacker You! Kin Medal e no Michi,"Romance, Sports",TV,6.20,340
21 Emon,"Comedy, Sci-Fi, Space",TV,6.19,314
Akai Kiba: Blue Sonnet,"Action, Drama, Sci-Fi, Shoujo, Super Power",OVA,6.19,1024
Andromeda Stories,"Action, Drama, Fantasy, Sci-Fi, Space",Special,6.19,737
Apfelland Monogatari,"Adventure, Drama, Historical",Movie,6.19,818
Barbapapa (1977),"Comedy, Fantasy, Kids",TV,6.19,236
Barbapapa Sekai wo Mawaru,"Adventure, Comedy",TV,6.19,528
Ben-To Picture Drama,"Comedy",Special,6.19,6718
Chiba Pedal: Yowamushi Pedal to Manabu Jitensha Koutsuuanzen,"Shounen, Sports",ONA,6.20,1867
Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu Specials,"Comedy, Ecchi, Parody, School, Shounen",Special,6.19,2744
Ginga e Kickoff!!: Natsuyasumi Special,"Sports",Special,6.19,762
Gundam: G no Reconguista - From the Past to the Future,"Action, Mecha, Sci-Fi, Space",Special,6.20,736
Gunslinger Stratos,"Action, Sci-Fi",ONA,6.19,2666
Hengen Taima Yakou Karura Mau! Nara Onryou Emaki,"Action, Adventure, Demons, Fantasy, Horror, Shoujo, Supernatural",Movie,6.19,506
Ichirin-sha,"Action, Mecha, Sci-Fi, Seinen",ONA,6.19,804
Kikou Kai Galient OVA,"Action, Fantasy, Mecha, Sci-Fi",OVA,6.19,328
Mahou Gakuen Lunar! Aoi Ryuu no Himitsu,"Comedy, Fantasy, Magic",Movie,6.19,833
Mobile Suit SD Gundam Festival,"Action, Comedy, Fantasy, Mecha, Parody",Movie,6.19,913
Mou Hitotsu no Mirai wo.,"Sci-Fi",ONA,6.19,6580
Muybridge no Ito,"Drama",Movie,6.19,797
Samurai Gun Special,"Action, Historical, Seinen",Special,6.19,370
Scan2Go,"Cars, Kids, Shounen, Space, Sports",TV,6.19,642
Taisei Kensetsu: Sri Lanka Kousokudouro,"Drama",Special,6.19,1906
The Samurai,"Comedy, Romance, School, Shounen",OVA,6.19,839
Tobira wo Akete (1995),"Dementia, Fantasy",OVA,6.19,2351
Tsuritama: Harikitte Contest,"Comedy, Sci-Fi, Slice of Life, Sports",Special,6.19,913
Vocaloid China Project Senden Animation,"Fantasy, Music",Music,6.19,1582
Wooser no Sono Higurashi: Ken to Pants to Wooser to,"Comedy, Fantasy, Slice of Life",Special,6.19,2209
Zeonic Toyota Special Movie,"Cars",ONA,6.19,1251
Big Order,"Action, Shounen, Super Power",OVA,6.18,17237
Chuumon no Ooi Ryouriten,"Fantasy, Horror, Supernatural",Movie,6.18,374
Haitai Nanafa,"Comedy, Supernatural",TV,6.18,5907
Hakushon Daimaou,"Comedy, Fantasy",TV,6.18,692
Hana wa Saku: Touhoku ni Saku,"Fantasy, Kids",Special,6.18,557
Hokuto no Ken: Legend of Heroes,"Action, Martial Arts",Special,6.18,1906
Lemon Angel (1988),"Ecchi",TV,6.18,567
Mahou Sensou,"Action, Fantasy, Magic",TV,6.18,104192
Marvel Disk Wars: The Avengers,"Action, Kids, Super Power",TV,6.18,3953
Mousou Kagaku Series: Wandaba Style,"Comedy, Sci-Fi",TV,6.18,2077
Nisshin Seifun Group CM,"Kids, Slice of Life",Special,6.18,380
Oyako Club,"Comedy, Slice of Life",TV,6.18,160
SAI: Part 1 / Revolving... to the Core,"Fantasy, Music",Music,6.18,306
Seoul-yeok,"Horror, Thriller",Movie,6.18,405
Shin Calimero,"Comedy",TV,6.18,1016
Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi,"Historical, Military",Special,6.18,560
Soratobu Toshi Keikaku,"Music, Sci-Fi",Music,6.18,1163
Stratos 4 OVA: Stratos 4.1 - Dutch Roll,"Action, Military, Parody, Sci-Fi",Special,6.18,239
The Borgman: Last Battle,"Action, Demons, Sci-Fi, Shounen",OVA,6.18,386
Utsunomiko: Heaven Chapter,"Adventure, Demons, Fantasy",OVA,6.18,333
Ashinaga Ojisan,"Comedy, Drama, Shoujo",Special,6.17,232
Chain Chronicle: Short Animation,"Action, Adventure, Fantasy, Magic, Shounen",OVA,6.17,2814
Chiisana Obake Acchi, Kocchi, Socchi,"Comedy, Supernatural",TV,6.17,1226
Chu Feng: B.E.E,"Action, Comedy, Fantasy, Mecha, Romance, School, Sci-Fi",ONA,6.17,11481
Eightman,"Action, Drama, Mecha, Sci-Fi",TV,6.17,629
Gokujo.: Souda Onsen ni Ikou!!,"Comedy, Ecchi, Shoujo Ai",Special,6.17,2288
Hitotsubu ni Kawaranu Ai wo Komete,"Magic, Slice of Life",ONA,6.17,1287
Isuca,"Action, Comedy, Ecchi, Romance, School, Seinen, Supernatural",TV,6.17,63638
Kakko Kawaii Sengen! 2,"Comedy",TV,6.17,324
Kamisama Minarai: Himitsu no Cocotama,"Fantasy, Kids, Magic",TV,6.17,1413
Kara no Kyoukai: Mirai Fukuin - Manner Movie,"Drama",Movie,6.17,4260
Kawasaki Frontale x Tentai Senshi Sunred,"Comedy, Parody, Seinen, Sports, Super Power",Special,6.17,363
Kaze no Matasaburou,"Fantasy, Kids, Slice of Life",OVA,6.17,371
Kaze no Toori Michi,"Music",Music,6.17,1902
Last Exile: Doyou no Asa,"Comedy, Parody, Sci-Fi",Special,6.17,626
Mouse,"Action, Comedy, Ecchi, Harem, Shounen",TV,6.17,10979
Nakedyouth,"Romance, Shounen Ai, Slice of Life, Sports",ONA,6.17,4125
Ozma,"Action, Sci-Fi",TV,6.17,11556
Saint Luminous Jogakuin,"Mystery, Psychological, Supernatural",TV,6.17,1701
School Days,"Drama, Harem, Romance, School",TV,6.17,279183
Sekishoku Elegy,"Romance",OVA,6.17,397
Soliton no Akuma,"Drama, Military, Sci-Fi",Movie,6.17,412
Space☆Dandy Picture Drama,"Comedy, Sci-Fi, Space",Special,6.17,2399
Stitch!: Zutto Saikou no Tomodachi Special,"Adventure, Comedy, Kids",Special,6.17,189
Tenshi na Konamaiki Specials,"Shounen",Special,6.18,504
The Choujo,"Comedy, Sci-Fi, Super Power",OVA,6.17,1525
Wakusei Robo Danguard Ace: Uchuu Daikaisen,"Mecha, Sci-Fi",Movie,6.17,220
A.D. Police (TV),"Action, Mecha, Sci-Fi, Shounen",TV,6.16,5547
Ange Vierge,"Adventure, Fantasy, Magic, School",TV,6.16,21934
Bonobono (2016),"Comedy",TV,6.16,760
Catman Specials,"Comedy, Fantasy, Slice of Life",Special,6.16,346
Eikyuu Kazoku,"Comedy, Psychological",Movie,6.16,5305
First Squad: The Moment of Truth,"Action, Historical, Military, Super Power, Supernatural",Movie,6.16,25040
Kyoukai no Rinne,"Comedy, Supernatural",Special,6.16,2983
Mahou Shoujo Lyrical Nanoha ViVid: Special Program,"Action, Magic",Special,6.15,1026
Masamune Datenicle,"Action, Historical, Samurai, Super Power",ONA,6.16,846
Mori no Andou,"Comedy",ONA,6.17,623
Nyanbo!,"Comedy",TV,6.16,2886
Softenni Specials,"Comedy, Ecchi, School, Sports",Special,6.16,2902
Tatakae!! Iczer-1,"Action, Adventure, Ecchi, Mecha, Sci-Fi",OVA,6.16,3126
Youkai Watch: Best 10,"Comedy, Kids, Supernatural",Special,6.16,231
Yuuki no Baton,"Music",Music,6.16,549
Atagoal wa Neko no Mori,"Kids",Movie,6.15,483
Bacterial Contamination,"Dementia, Horror, Music",Music,6.15,1643
Choujin Locke: Shinsekai Sentai,"Action, Sci-Fi, Super Power",OVA,6.15,530
Daikyouryuu Jidai,"Sci-Fi",Movie,6.15,275
Detective Conan vs. Wooo,"Adventure, Comedy, Mystery, Police, Shounen",ONA,6.15,2587
Gunparade Orchestra OVA,"Mecha",OVA,6.15,394
Hajimari no Boukensha-tachi: Legend of Crystania,"Action, Adventure, Fantasy, Magic, Supernatural",Movie,6.15,2893
Mahou no Tenshi Creamy Mami: Lovely Serenade,"Music",Music,6.15,385
Mitsu x Mitsu Drops,"Drama, Romance, School, Shoujo",OVA,6.15,16436
Mitsuwano,"Slice of Life",OVA,6.15,2794
Nessa no Haou Gandalla,"Adventure, Drama, Fantasy, Horror, Magic, Music, Sci-Fi, Supernatural",TV,6.15,637
Nodoka Mori no Doubutsu Daisakusen,"Fantasy",Special,6.15,160
Ouritsu Uchuugun: Honneamise no Tsubasa - Pilot Film,"Sci-Fi, Seinen",Special,6.15,705
Q Transformers: Saranaru Ninki Mono e no Michi,"Mecha, Parody, Slice of Life",TV,6.15,210
Salamander,"Adventure, Sci-Fi",OVA,6.15,597
Samurai Noodles: The Originator,"Historical, Samurai",ONA,6.15,254
School Days: Valentine Days,"Comedy, Romance, School",OVA,6.15,32917
Seraphim Call,"Drama, Romance, Sci-Fi",TV,6.15,2434
Shounen Hollywood: Holly Stage for 49,"Music, Shoujo, Slice of Life",TV,6.15,10776
Subarashii Sekai,"Fantasy, Music",Music,6.15,165
Takane no Jitensha,"Fantasy, School",Special,6.15,1583
The iDOLM@STER Million Live! 1st Anniversary PV,"Drama",Special,6.15,1292
Toufu Kozou,"Comedy",Movie,6.15,295
Yama Nezumi Rocky Chuck,"Adventure, Fantasy, Kids",TV,6.15,507
Angelique: Shiroi Tsubasa no Memoire,"Drama, Fantasy, Magic, Romance, Sci-Fi, Shoujo",OVA,6.14,1871
Bakumatsu Rock: Mystery! Onsen Kaijiken ze yo!!,"Music",OVA,6.14,1455
Chouon Senshi Borgman 2: Shin Seiki 2058,"Action, Demons, Sci-Fi, Shounen",OVA,6.14,319
Cleopatra D.C.,"Action, Adventure, Sci-Fi",OVA,6.14,1074
Don Chuck Monogatari,"Adventure, Kids, Slice of Life",TV,6.14,411
Extra,"Action, Dementia, Horror, Music, Sci-Fi",Music,6.14,2401
Fake Style II,"Music",Music,6.14,82
Hero Bank,"Game, Kids",TV,6.15,1946
Kaitouranma The Animation,"Action, Adventure, Martial Arts, Samurai",OVA,6.14,1512
Kodai Ouja Kyouryuu King,"Adventure, Fantasy, Kids",TV,6.14,4402
Kumi to Tulip,"Kids, Sci-Fi",Movie,6.14,999
Lime-iro Senkitan,"Drama, Ecchi, Harem, Historical, Mecha, Supernatural",TV,6.14,6176
Mahoutsukai Sally (Movie),"Comedy, Magic, Shoujo",Movie,6.14,202
Marginal Prince: Gekkeiju no Ouji-tachi - Tokyo Merry-Go-Round,"Romance, School, Shounen Ai",Special,6.13,728
Mazinger ZIP!,"Comedy, Mecha",TV,6.14,273
Melty Lancer,"Adventure, Comedy, Sci-Fi, Space",OVA,6.14,1035
Nandaka Velonica,"Comedy, Fantasy, Kids",TV,6.14,737
Precure kara Minna e no Ouen Movie,"Fantasy, Magic, Shoujo",ONA,6.14,893
Rusty Nail,"Action, Music, Sci-Fi",Music,6.14,417
Shin Hurricane Polymar,"Action, Martial Arts, Sci-Fi, Super Power",OVA,6.14,752
Stitch!: Itazura Alien no Daibouken - Uchuu Ichi no Oniichan,"Adventure, Comedy, Kids, Sci-Fi",Special,6.14,219
Wind: A Breath of Heart (TV),"Drama, Romance, School, Supernatural",TV,6.14,7778
Bohemian Rhapsody,"Music, Sci-Fi, Space",Music,6.13,3005
Diabolik Lovers More,Blood,"Harem, School, Shoujo, Vampire",TV,6.13,37924
Fake Style,"Music",Music,6.13,85
Fantasista Stella,"Shounen, Sports",OVA,6.13,486
Hello Kitty no Fushigi no Kuni no Alice,"Fantasy, Kids",OVA,6.13,240
Houseki no Kuni,"Fantasy, Sci-Fi, Seinen",ONA,6.13,1156
Mahoutsukai Jiji,"Fantasy, Magic, Music",ONA,6.13,1039
Majokko Shimai no Yoyo to Nene Movie Extra: Hatsukoi - Mikako Komatsu,"Music",Special,6.13,863
Mighty Orbots,"Adventure, Comedy, Mecha, Sci-Fi",TV,6.13,210
Nineteen 19,"Drama, Romance",OVA,6.13,1402
